timestamp,open,high,low,close,volume
2021-04-09 16:03:00,321.0900,321.0900,321.0900,321.0900,232
2021-04-09 16:02:00,321.0900,321.0900,321.0900,321.0900,407
2021-04-09 16:01:00,321.0900,321.0900,321.0900,321.0900,8575
2021-04-09 16:00:00,320.5600,321.0900,320.4200,320.8900,33165
2021-04-09 15:59:00,320.2900,320.5800,320.1800,320.4900,15730
2021-04-09 15:58:00,320.3000,320.5000,320.2100,320.3750,9121
2021-04-09 15:57:00,320.7700,320.8300,320.2200,320.3250,8783
2021-04-09 15:56:00,320.4900,320.7600,320.4900,320.7200,4568
2021-04-09 15:55:00,320.6900,320.8700,320.5500,320.5500,6560
2021-04-09 15:54:00,320.6550,320.8300,320.6500,320.7500,3618
2021-04-09 15:53:00,320.6000,320.8500,320.5700,320.6600,4991
2021-04-09 15:52:00,320.4250,320.6699,320.4000,320.6699,4562
2021-04-09 15:51:00,320.1500,320.4500,320.1500,320.4200,3584
2021-04-09 15:50:00,320.1900,320.3200,320.1900,320.2250,1660
2021-04-09 15:49:00,319.9600,320.1900,319.9600,320.1100,2788
2021-04-09 15:48:00,320.1000,320.1000,319.8700,319.8950,1595
2021-04-09 15:47:00,320.1300,320.2300,320.1300,320.1650,1955
2021-04-09 15:46:00,319.9500,320.1200,319.8950,320.1200,2542
2021-04-09 15:45:00,319.9950,320.1400,319.9500,319.9900,8083
2021-04-09 15:44:00,320.1600,320.1600,320.0000,320.0700,736
2021-04-09 15:43:00,320.2050,320.2050,320.1150,320.1750,8012
2021-04-09 15:42:00,320.3300,320.3300,320.2300,320.2300,522
2021-04-09 15:41:00,320.2300,320.3700,320.2300,320.2950,1676
2021-04-09 15:40:00,320.2100,320.2600,320.1021,320.1021,917
2021-04-09 15:39:00,320.4450,320.4450,320.2300,320.2300,911
2021-04-09 15:38:00,320.3300,320.4800,320.2450,320.4800,1913
2021-04-09 15:37:00,320.3700,320.4500,320.3550,320.4200,1930
2021-04-09 15:36:00,320.3000,320.3700,320.1900,320.2700,1811
2021-04-09 15:35:00,320.3100,320.3250,320.2200,320.2200,1464
2021-04-09 15:34:00,320.3950,320.4300,320.2450,320.4300,1339
2021-04-09 15:33:00,320.3150,320.4800,320.3150,320.3700,1083
2021-04-09 15:32:00,320.2100,320.4100,320.1800,320.4100,1186
2021-04-09 15:31:00,320.1400,320.2050,320.1200,320.1300,1027
2021-04-09 15:30:00,319.9100,320.1450,319.9100,320.1450,792
2021-04-09 15:29:00,319.8500,319.9200,319.7950,319.9150,851
2021-04-09 15:28:00,319.8600,319.9250,319.6800,319.6800,1073
2021-04-09 15:27:00,319.7400,319.9300,319.6950,319.9300,2188
2021-04-09 15:26:00,319.7000,319.7500,319.6500,319.6800,2848
2021-04-09 15:25:00,319.5850,319.6150,319.5850,319.6150,447
2021-04-09 15:24:00,319.6000,319.6100,319.5700,319.5700,1937
2021-04-09 15:23:00,319.5150,319.6100,319.5150,319.6100,514
2021-04-09 15:22:00,319.3650,319.6100,319.3650,319.5150,1701
2021-04-09 15:21:00,319.4100,319.4200,319.2900,319.2900,1242
2021-04-09 15:20:00,319.5000,319.5000,319.5000,319.5000,180
2021-04-09 15:19:00,319.5400,319.5400,319.5400,319.5400,242
2021-04-09 15:18:00,319.3850,319.6400,319.3850,319.6400,1003
2021-04-09 15:17:00,319.2800,319.4900,319.2800,319.4800,1557
2021-04-09 15:16:00,319.1700,319.3100,319.1700,319.2850,1357
2021-04-09 15:15:00,319.1330,319.1330,319.1330,319.1330,329
2021-04-09 15:14:00,319.1000,319.1900,319.1000,319.1750,1166
2021-04-09 15:13:00,319.0750,319.0750,319.0750,319.0750,393
2021-04-09 15:12:00,319.1900,319.1900,319.1900,319.1900,282
2021-04-09 15:11:00,319.1900,319.2978,319.1650,319.2978,682
2021-04-09 15:10:00,318.9850,319.1950,318.8900,319.1950,2338
2021-04-09 15:09:00,319.0900,319.0900,318.9250,319.0700,1680
2021-04-09 15:08:00,319.2000,319.2000,319.1950,319.1950,722
2021-04-09 15:07:00,319.2000,319.2000,319.2000,319.2000,288
2021-04-09 15:06:00,319.2100,319.2500,319.0800,319.0800,640
2021-04-09 15:05:00,319.1300,319.1500,319.0900,319.0900,1903
2021-04-09 15:04:00,319.1600,319.2782,319.1600,319.1600,371
2021-04-09 15:03:00,319.3650,319.3650,319.2450,319.3550,888
2021-04-09 15:02:00,319.3400,319.3400,319.3100,319.3400,663
2021-04-09 15:01:00,319.1100,319.3850,319.1100,319.3850,2379
2021-04-09 15:00:00,319.2250,319.2350,319.1000,319.1000,338
2021-04-09 14:59:00,319.3050,319.3050,319.3050,319.3050,215
2021-04-09 14:58:00,319.3050,319.3050,319.2900,319.2900,243
2021-04-09 14:57:00,319.4050,319.4712,319.2225,319.4712,2202
2021-04-09 14:56:00,319.2850,319.4400,319.2850,319.3200,972
2021-04-09 14:55:00,319.2850,319.2850,319.2850,319.2850,179
2021-04-09 14:54:00,319.3050,319.3050,319.3050,319.3050,286
2021-04-09 14:53:00,319.2750,319.3500,319.1700,319.3200,1393
2021-04-09 14:52:00,319.3150,319.3150,319.2900,319.2900,339
2021-04-09 14:51:00,319.3150,319.3200,319.3150,319.3200,309
2021-04-09 14:50:00,319.3200,319.4300,319.3200,319.4300,299
2021-04-09 14:49:00,319.3200,319.3600,319.2450,319.3400,1018
2021-04-09 14:48:00,319.2550,319.3850,319.2550,319.3850,1125
2021-04-09 14:47:00,319.2600,319.2600,319.1600,319.2350,680
2021-04-09 14:46:00,319.3200,319.3200,319.2900,319.3000,803
2021-04-09 14:45:00,319.2100,319.4100,319.2100,319.4100,933
2021-04-09 14:44:00,319.1900,319.1950,319.1900,319.1950,635
2021-04-09 14:43:00,319.1100,319.1100,319.1100,319.1100,268
2021-04-09 14:42:00,319.0600,319.1400,319.0600,319.1400,288
2021-04-09 14:41:00,319.0550,319.0550,319.0550,319.0550,531
2021-04-09 14:40:00,318.8600,319.0000,318.8600,319.0000,944
2021-04-09 14:39:00,318.8550,318.8550,318.8500,318.8500,240
2021-04-09 14:37:00,318.8500,318.8700,318.8400,318.8700,1089
2021-04-09 14:36:00,318.9700,318.9700,318.9700,318.9700,150
2021-04-09 14:35:00,319.0000,319.0300,319.0000,319.0200,1637
2021-04-09 14:33:00,318.8800,318.8800,318.8800,318.8800,227
2021-04-09 14:32:00,318.9500,319.0000,318.8550,318.8550,922
2021-04-09 14:31:00,318.7950,318.9300,318.7950,318.9300,751
2021-04-09 14:30:00,318.8200,318.8550,318.8200,318.8300,469
2021-04-09 14:29:00,318.8200,318.9579,318.7760,318.7760,726
2021-04-09 14:28:00,318.8400,318.8400,318.8150,318.8150,457
2021-04-09 14:27:00,319.0350,319.1100,318.8800,318.8800,1186
2021-04-09 14:26:00,319.0400,319.0400,319.0400,319.0400,136
2021-04-09 14:25:00,319.1000,319.1000,319.0400,319.0400,1685
2021-04-09 14:24:00,318.9900,319.0700,318.9900,319.0700,246
2021-04-09 14:22:00,318.7500,318.9200,318.7000,318.9200,1205
2021-04-09 14:21:00,318.8500,318.8500,318.8350,318.8350,1178
2021-04-09 14:20:00,318.9700,318.9700,318.9700,318.9700,237
2021-04-09 14:19:00,318.7700,319.1700,318.7600,319.1700,1297
2021-04-09 14:18:00,318.7100,318.7461,318.5000,318.6650,2156
2021-04-09 14:17:00,318.4950,318.6300,318.4900,318.6300,1230
2021-04-09 14:15:00,318.4533,318.5600,318.4533,318.5450,677
2021-04-09 14:14:00,318.5000,318.5000,318.4100,318.4100,1330
2021-04-09 14:12:00,318.3200,318.3900,318.2700,318.2700,958
2021-04-09 14:11:00,318.3400,318.3400,318.2500,318.2737,693
2021-04-09 14:09:00,318.3900,318.4350,318.3500,318.3500,1236
2021-04-09 14:05:00,318.3500,318.3500,318.3500,318.3500,574
2021-04-09 14:04:00,318.3050,318.3800,318.3050,318.3800,652
2021-04-09 14:03:00,318.1650,318.2000,318.1650,318.2000,1438
2021-04-09 14:02:00,318.2000,318.2000,318.2000,318.2000,199
2021-04-09 14:01:00,318.2250,318.3600,318.2250,318.2950,589
2021-04-09 14:00:00,318.3000,318.4300,318.2100,318.2100,1167
2021-04-09 13:59:00,318.2800,318.3460,318.2800,318.3460,839
2021-04-09 13:58:00,318.0300,318.2850,318.0300,318.2850,1108
2021-04-09 13:57:00,318.2800,318.2800,317.9100,317.9100,1384
2021-04-09 13:56:00,318.1850,318.2400,318.1850,318.2400,206
2021-04-09 13:55:00,318.3400,318.3400,318.0900,318.1500,1199
2021-04-09 13:54:00,318.2300,318.2300,318.2300,318.2300,131
2021-04-09 13:53:00,318.2000,318.2000,318.2000,318.2000,214
2021-04-09 13:51:00,318.3600,318.3600,318.1800,318.1800,808
2021-04-09 13:50:00,318.4200,318.5321,318.3500,318.5321,1384
2021-04-09 13:49:00,318.0900,318.1900,318.0900,318.1900,592
2021-04-09 13:48:00,318.0750,318.0909,318.0750,318.0909,258
2021-04-09 13:47:00,318.1200,318.1200,318.1200,318.1200,227
2021-04-09 13:46:00,317.9700,317.9700,317.9200,317.9200,1009
2021-04-09 13:44:00,317.9560,317.9560,317.9460,317.9460,319
2021-04-09 13:43:00,317.8900,317.8900,317.8150,317.8150,813
2021-04-09 13:42:00,318.0700,318.1600,317.9900,318.0200,2130
2021-04-09 13:41:00,318.0600,318.0600,317.8900,317.9800,1684
2021-04-09 13:40:00,317.9200,317.9300,317.9200,317.9300,784
2021-04-09 13:39:00,318.0300,318.0300,318.0300,318.0300,128
2021-04-09 13:38:00,317.9800,317.9800,317.9800,317.9800,100
2021-04-09 13:37:00,317.8600,317.8900,317.8000,317.8900,926
2021-04-09 13:36:00,317.7800,317.7800,317.7800,317.7800,494
2021-04-09 13:35:00,317.6400,317.6400,317.6400,317.6400,208
2021-04-09 13:34:00,317.5500,317.7000,317.5500,317.7000,1821
2021-04-09 13:32:00,317.5400,317.5700,317.4400,317.5100,1651
2021-04-09 13:29:00,317.6100,317.6100,317.6100,317.6100,223
2021-04-09 13:28:00,317.7100,317.7300,317.6550,317.6600,451
2021-04-09 13:27:00,317.6975,317.6975,317.6975,317.6975,389
2021-04-09 13:26:00,317.8300,317.8850,317.7300,317.8200,1958
2021-04-09 13:25:00,317.7250,317.7250,317.6400,317.6600,420
2021-04-09 13:24:00,317.7250,317.7250,317.7250,317.7250,217
2021-04-09 13:23:00,317.7250,317.7250,317.7250,317.7250,102
2021-04-09 13:22:00,317.7250,317.7250,317.7250,317.7250,281
2021-04-09 13:21:00,317.8100,317.8100,317.7200,317.7250,1663
2021-04-09 13:20:00,317.7550,317.8800,317.7550,317.7901,688
2021-04-09 13:19:00,317.7300,317.7500,317.7300,317.7500,791
2021-04-09 13:18:00,317.7000,317.7000,317.7000,317.7000,253
2021-04-09 13:17:00,317.7300,317.7300,317.7300,317.7300,199
2021-04-09 13:15:00,317.8100,317.8100,317.6700,317.8000,509
2021-04-09 13:13:00,317.8450,317.8450,317.8450,317.8450,205
2021-04-09 13:12:00,317.9800,318.0100,317.8100,317.8100,1502
2021-04-09 13:11:00,317.9000,317.9000,317.9000,317.9000,144
2021-04-09 13:10:00,317.8095,317.9200,317.8050,317.9200,728
2021-04-09 13:09:00,317.7400,317.7400,317.7100,317.7100,352
2021-04-09 13:08:00,317.6200,317.7900,317.6200,317.7900,1787
2021-04-09 13:07:00,317.5300,317.5300,317.5300,317.5300,159
2021-04-09 13:06:00,317.6850,317.6850,317.5750,317.5750,413
2021-04-09 13:05:00,317.9250,317.9250,317.8100,317.8200,950
2021-04-09 13:04:00,317.9500,317.9500,317.9500,317.9500,137
2021-04-09 13:03:00,317.9550,317.9550,317.9550,317.9550,424
2021-04-09 13:02:00,318.0600,318.0600,317.8600,317.9300,582
2021-04-09 13:01:00,318.1000,318.1000,318.1000,318.1000,248
2021-04-09 13:00:00,318.3000,318.3900,318.0750,318.2800,1205
2021-04-09 12:59:00,318.2050,318.2122,318.2050,318.2122,504
2021-04-09 12:58:00,318.0450,318.0450,318.0450,318.0450,714
2021-04-09 12:57:00,318.0200,318.0900,318.0200,318.0450,616
2021-04-09 12:56:00,317.8534,317.9200,317.8534,317.9200,256
2021-04-09 12:55:00,317.9250,317.9250,317.9250,317.9250,141
2021-04-09 12:54:00,317.9900,317.9900,317.8700,317.9300,504
2021-04-09 12:53:00,317.8900,317.9000,317.8850,317.8850,1019
2021-04-09 12:52:00,318.2550,318.2550,318.0000,318.0050,989
2021-04-09 12:51:00,318.2600,318.2600,318.2550,318.2600,918
2021-04-09 12:50:00,318.3850,318.3850,318.2600,318.2600,925
2021-04-09 12:48:00,318.4200,318.4200,318.2700,318.3500,1884
