timestamp,open,high,low,close,volume
2021-04-09 16:05:00,1531.4200,1531.4200,1531.4200,1531.4200,875
2021-04-09 16:03:00,1531.4200,1531.4200,1531.4200,1531.4200,1061
2021-04-09 16:00:00,1528.2550,1531.4400,1528.2550,1530.3400,9354
2021-04-09 15:59:00,1529.4100,1529.4100,1528.0800,1528.2300,2493
2021-04-09 15:58:00,1528.9700,1528.9700,1528.8300,1528.8300,1157
2021-04-09 15:57:00,1528.9739,1529.7300,1528.7200,1528.7200,1449
2021-04-09 15:56:00,1530.0000,1530.2188,1528.7000,1528.7000,2978
2021-04-09 15:55:00,1529.8200,1530.0000,1528.0800,1529.9900,3327
2021-04-09 15:54:00,1529.6350,1529.9000,1529.1300,1529.1300,992
2021-04-09 15:53:00,1527.1950,1529.3200,1527.1950,1529.3200,1640
2021-04-09 15:52:00,1526.1601,1528.2250,1526.1601,1528.2250,1788
2021-04-09 15:51:00,1529.3400,1530.2800,1527.6700,1527.6700,3233
2021-04-09 15:50:00,1530.5600,1530.5600,1528.0700,1528.0700,2021
2021-04-09 15:49:00,1530.1500,1530.9750,1530.1000,1530.5000,1384
2021-04-09 15:48:00,1531.3450,1531.3450,1530.2600,1530.2600,430
2021-04-09 15:47:00,1531.7400,1531.7400,1530.2550,1530.2550,1282
2021-04-09 15:46:00,1531.7150,1531.7150,1531.7150,1531.7150,284
2021-04-09 15:45:00,1531.0600,1531.8200,1531.0600,1531.8200,699
2021-04-09 15:44:00,1532.6600,1532.6800,1531.4600,1532.0850,2172
2021-04-09 15:43:00,1530.5300,1530.5300,1530.5300,1530.5300,498
2021-04-09 15:42:00,1531.1700,1531.1700,1531.1700,1531.1700,637
2021-04-09 15:41:00,1531.0150,1531.7500,1531.0150,1531.7500,402
2021-04-09 15:39:00,1531.4050,1532.0000,1531.4050,1532.0000,549
2021-04-09 15:37:00,1532.5550,1532.5550,1531.8000,1531.8000,434
2021-04-09 15:36:00,1533.1800,1533.1800,1533.1800,1533.1800,503
2021-04-09 15:35:00,1532.2000,1532.8400,1532.2000,1532.8400,535
2021-04-09 15:34:00,1532.7900,1532.9900,1532.1700,1532.1700,790
2021-04-09 15:33:00,1531.9900,1532.1200,1531.8600,1531.9350,1148
2021-04-09 15:31:00,1533.7600,1533.7600,1532.1400,1532.1400,1297
2021-04-09 15:30:00,1532.4300,1533.1050,1532.4300,1533.1050,579
2021-04-09 15:29:00,1533.0400,1533.0400,1532.4700,1532.4700,592
