Date	Sales Per Share
06/30/1993	7.47
06/30/1994	8.54
06/30/1995	9.33
06/30/1996	10.67
06/30/1997	12.26
06/30/1998	16.61
06/30/1999	17.01
06/30/2000	17.29
06/30/2001	16.34
06/30/2002	17.35
06/30/2003	18.99
06/30/2004	19.66
06/30/2005	24.85
06/30/2006	30.86
06/30/2007	32.01
06/30/2008	37.77
06/30/2009	39.21
06/30/2010	37.31
06/30/2011	38.27
06/30/2012	41.77
06/30/2013	42.20
06/30/2014	42.55
06/30/2015	43.40
06/30/2016	44.49
06/30/2017	46.32

