Date,Open,High,Low,Close,Adj Close,Volume
1989-01-03,57.759998,57.759998,57.759998,57.759998,57.759998,0
1989-01-04,58.360001,58.360001,58.360001,58.360001,58.360001,0
1989-01-05,58.480000,58.480000,58.480000,58.480000,58.480000,0
1989-01-06,58.880001,58.880001,58.880001,58.880001,58.880001,0
1989-01-09,58.810001,58.810001,58.810001,58.810001,58.810001,0
1989-01-10,58.660000,58.660000,58.660000,58.660000,58.660000,0
1989-01-11,58.669998,58.669998,58.669998,58.669998,58.669998,0
1989-01-12,58.900002,58.900002,58.900002,58.900002,58.900002,0
1989-01-13,58.950001,58.950001,58.950001,58.950001,58.950001,0
1989-01-16,58.889999,58.889999,58.889999,58.889999,58.889999,0
1989-01-17,58.810001,58.810001,58.810001,58.810001,58.810001,0
1989-01-18,59.200001,59.200001,59.200001,59.200001,59.200001,0
1989-01-19,59.450001,59.450001,59.450001,59.450001,59.450001,0
1989-01-20,59.549999,59.549999,59.549999,59.549999,59.549999,0
1989-01-23,59.360001,59.360001,59.360001,59.360001,59.360001,0
1989-01-24,59.459999,59.459999,59.459999,59.459999,59.459999,0
1989-01-25,59.570000,59.570000,59.570000,59.570000,59.570000,0
1989-01-26,59.790001,59.790001,59.790001,59.790001,59.790001,0
1989-01-27,59.810001,59.810001,59.810001,59.810001,59.810001,0
1989-01-30,59.910000,59.910000,59.910000,59.910000,59.910000,0
1989-01-31,60.160000,60.160000,60.160000,60.160000,60.160000,0
1989-02-01,60.360001,60.360001,60.360001,60.360001,60.360001,0
1989-02-02,60.549999,60.549999,60.549999,60.549999,60.549999,0
1989-02-03,60.799999,60.799999,60.799999,60.799999,60.799999,0
1989-02-06,60.849998,60.849998,60.849998,60.849998,60.849998,0
1989-02-07,61.240002,61.240002,61.240002,61.240002,61.240002,0
1989-02-08,61.430000,61.430000,61.430000,61.430000,61.430000,0
1989-02-09,61.259998,61.259998,61.259998,61.259998,61.259998,0
1989-02-10,60.700001,60.700001,60.700001,60.700001,60.700001,0
1989-02-13,60.520000,60.520000,60.520000,60.520000,60.520000,0
1989-02-14,60.619999,60.619999,60.619999,60.619999,60.619999,0
1989-02-15,60.730000,60.730000,60.730000,60.730000,60.730000,0
1989-02-16,60.950001,60.950001,60.950001,60.950001,60.950001,0
1989-02-17,61.150002,61.150002,61.150002,61.150002,61.150002,0
1989-02-21,61.119999,61.119999,61.119999,61.119999,61.119999,0
1989-02-22,60.700001,60.700001,60.700001,60.700001,60.700001,0
1989-02-23,60.660000,60.660000,60.660000,60.660000,60.660000,0
1989-02-24,60.340000,60.340000,60.340000,60.340000,60.340000,0
1989-02-27,60.189999,60.189999,60.189999,60.189999,60.189999,0
1989-02-28,60.369999,60.369999,60.369999,60.369999,60.369999,0
1989-03-01,60.480000,60.480000,60.480000,60.480000,60.480000,0
1989-03-02,60.709999,60.709999,60.709999,60.709999,60.709999,0
1989-03-03,60.990002,60.990002,60.990002,60.990002,60.990002,0
1989-03-06,61.299999,61.299999,61.299999,61.299999,61.299999,0
1989-03-07,61.400002,61.400002,61.400002,61.400002,61.400002,0
1989-03-08,61.459999,61.459999,61.459999,61.459999,61.459999,0
1989-03-09,61.540001,61.540001,61.540001,61.540001,61.540001,0
1989-03-10,61.520000,61.520000,61.520000,61.520000,61.520000,0
1989-03-13,61.580002,61.580002,61.580002,61.580002,61.580002,0
1989-03-14,61.529999,61.529999,61.529999,61.529999,61.529999,0
1989-03-15,61.799999,61.799999,61.799999,61.799999,61.799999,0
1989-03-16,62.080002,62.080002,62.080002,62.080002,62.080002,0
1989-03-17,61.180000,61.180000,61.180000,61.180000,61.180000,0
1989-03-20,60.660000,60.660000,60.660000,60.660000,60.660000,0
1989-03-21,60.919998,60.919998,60.919998,60.919998,60.919998,0
1989-03-22,60.830002,60.830002,60.830002,60.830002,60.830002,0
1989-03-23,60.849998,60.849998,60.849998,60.849998,60.849998,0
1989-03-27,60.720001,60.720001,60.720001,60.720001,60.720001,0
1989-03-28,60.980000,60.980000,60.980000,60.980000,60.980000,0
1989-03-29,61.020000,61.020000,61.020000,61.020000,61.020000,0
1989-03-30,60.970001,60.970001,60.970001,60.970001,60.970001,0
1989-03-31,61.320000,61.320000,61.320000,61.320000,61.320000,0
1989-04-03,61.389999,61.389999,61.389999,61.389999,61.389999,0
1989-04-04,61.369999,61.369999,61.369999,61.369999,61.369999,0
1989-04-05,61.500000,61.500000,61.500000,61.500000,61.500000,0
1989-04-06,61.520000,61.520000,61.520000,61.520000,61.520000,0
1989-04-07,61.730000,61.730000,61.730000,61.730000,61.730000,0
1989-04-10,61.880001,61.880001,61.880001,61.880001,61.880001,0
1989-04-11,62.180000,62.180000,62.180000,62.180000,62.180000,0
1989-04-12,62.540001,62.540001,62.540001,62.540001,62.540001,0
1989-04-13,62.360001,62.360001,62.360001,62.360001,62.360001,0
1989-04-14,62.849998,62.849998,62.849998,62.849998,62.849998,0
1989-04-17,62.799999,62.799999,62.799999,62.799999,62.799999,0
1989-04-18,63.139999,63.139999,63.139999,63.139999,63.139999,0
1989-04-19,63.290001,63.290001,63.290001,63.290001,63.290001,0
1989-04-20,63.369999,63.369999,63.369999,63.369999,63.369999,0
1989-04-21,63.590000,63.590000,63.590000,63.590000,63.590000,0
1989-04-24,63.549999,63.549999,63.549999,63.549999,63.549999,0
1989-04-25,63.599998,63.599998,63.599998,63.599998,63.599998,0
1989-04-26,63.680000,63.680000,63.680000,63.680000,63.680000,0
1989-04-27,64.000000,64.000000,64.000000,64.000000,64.000000,0
1989-04-28,64.209999,64.209999,64.209999,64.209999,64.209999,0
1989-05-01,63.980000,63.980000,63.980000,63.980000,63.980000,0
1989-05-02,64.019997,64.019997,64.019997,64.019997,64.019997,0
1989-05-03,64.040001,64.040001,64.040001,64.040001,64.040001,0
1989-05-04,64.150002,64.150002,64.150002,64.150002,64.150002,0
1989-05-05,64.279999,64.279999,64.279999,64.279999,64.279999,0
1989-05-08,64.150002,64.150002,64.150002,64.150002,64.150002,0
1989-05-09,64.279999,64.279999,64.279999,64.279999,64.279999,0
1989-05-10,64.480003,64.480003,64.480003,64.480003,64.480003,0
1989-05-11,64.559998,64.559998,64.559998,64.559998,64.559998,0
1989-05-12,65.029999,65.029999,65.029999,65.029999,65.029999,0
1989-05-15,65.040001,65.040001,65.040001,65.040001,65.040001,0
1989-05-16,65.059998,65.059998,65.059998,65.059998,65.059998,0
1989-05-17,65.379997,65.379997,65.379997,65.379997,65.379997,0
1989-05-18,65.639999,65.639999,65.639999,65.639999,65.639999,0
1989-05-19,65.800003,65.800003,65.800003,65.800003,65.800003,0
1989-05-22,65.760002,65.760002,65.760002,65.760002,65.760002,0
1989-05-23,65.580002,65.580002,65.580002,65.580002,65.580002,0
1989-05-24,65.750000,65.750000,65.750000,65.750000,65.750000,0
1989-05-25,65.949997,65.949997,65.949997,65.949997,65.949997,0
1989-05-26,66.300003,66.300003,66.300003,66.300003,66.300003,0
1989-05-30,66.209999,66.209999,66.209999,66.209999,66.209999,0
1989-05-31,66.489998,66.489998,66.489998,66.489998,66.489998,0
1989-06-01,66.860001,66.860001,66.860001,66.860001,66.860001,0
1989-06-02,67.260002,67.260002,67.260002,67.260002,67.260002,0
1989-06-05,66.910004,66.910004,66.910004,66.910004,66.910004,0
1989-06-06,66.970001,66.970001,66.970001,66.970001,66.970001,0
1989-06-07,67.339996,67.339996,67.339996,67.339996,67.339996,0
1989-06-08,67.449997,67.449997,67.449997,67.449997,67.449997,0
1989-06-09,67.419998,67.419998,67.419998,67.419998,67.419998,0
1989-06-12,67.339996,67.339996,67.339996,67.339996,67.339996,0
1989-06-13,67.129997,67.129997,67.129997,67.129997,67.129997,0
1989-06-14,67.070000,67.070000,67.070000,67.070000,67.070000,0
1989-06-15,66.690002,66.690002,66.690002,66.690002,66.690002,0
1989-06-16,66.839996,66.839996,66.839996,66.839996,66.839996,0
1989-06-19,66.739998,66.739998,66.739998,66.739998,66.739998,0
1989-06-20,66.540001,66.540001,66.540001,66.540001,66.540001,0
1989-06-21,66.269997,66.269997,66.269997,66.269997,66.269997,0
1989-06-22,66.290001,66.290001,66.290001,66.290001,66.290001,0
1989-06-23,66.690002,66.690002,66.690002,66.690002,66.690002,0
1989-06-26,66.660004,66.660004,66.660004,66.660004,66.660004,0
1989-06-27,66.910004,66.910004,66.910004,66.910004,66.910004,0
1989-06-28,66.599998,66.599998,66.599998,66.599998,66.599998,0
1989-06-29,65.489998,65.489998,65.489998,65.489998,65.489998,0
1989-06-30,65.419998,65.419998,65.419998,65.419998,65.419998,0
1989-07-03,65.290001,65.290001,65.290001,65.290001,65.290001,0
1989-07-05,65.379997,65.379997,65.379997,65.379997,65.379997,0
1989-07-06,65.910004,65.910004,65.910004,65.910004,65.910004,0
1989-07-07,66.199997,66.199997,66.199997,66.199997,66.199997,0
1989-07-10,66.320000,66.320000,66.320000,66.320000,66.320000,0
1989-07-11,66.559998,66.559998,66.559998,66.559998,66.559998,0
1989-07-12,66.750000,66.750000,66.750000,66.750000,66.750000,0
1989-07-13,66.790001,66.790001,66.790001,66.790001,66.790001,0
1989-07-14,66.919998,66.919998,66.919998,66.919998,66.919998,0
1989-07-17,67.080002,67.080002,67.080002,67.080002,67.080002,0
1989-07-18,66.970001,66.970001,66.970001,66.970001,66.970001,0
1989-07-19,67.410004,67.410004,67.410004,67.410004,67.410004,0
1989-07-20,67.360001,67.360001,67.360001,67.360001,67.360001,0
1989-07-21,67.269997,67.269997,67.269997,67.269997,67.269997,0
1989-07-24,66.940002,66.940002,66.940002,66.940002,66.940002,0
1989-07-25,66.879997,66.879997,66.879997,66.879997,66.879997,0
1989-07-26,66.959999,66.959999,66.959999,66.959999,66.959999,0
1989-07-27,67.290001,67.290001,67.290001,67.290001,67.290001,0
1989-07-28,67.370003,67.370003,67.370003,67.370003,67.370003,0
1989-07-31,67.529999,67.529999,67.529999,67.529999,67.529999,0
1989-08-01,67.449997,67.449997,67.449997,67.449997,67.449997,0
1989-08-02,67.629997,67.629997,67.629997,67.629997,67.629997,0
1989-08-03,67.989998,67.989998,67.989998,67.989998,67.989998,0
1989-08-04,68.010002,68.010002,68.010002,68.010002,68.010002,0
1989-08-07,68.449997,68.449997,68.449997,68.449997,68.449997,0
1989-08-08,68.449997,68.449997,68.449997,68.449997,68.449997,0
1989-08-09,68.500000,68.500000,68.500000,68.500000,68.500000,0
1989-08-10,68.739998,68.739998,68.739998,68.739998,68.739998,0
1989-08-11,68.620003,68.620003,68.620003,68.620003,68.620003,0
1989-08-14,68.339996,68.339996,68.339996,68.339996,68.339996,0
1989-08-15,68.360001,68.360001,68.360001,68.360001,68.360001,0
1989-08-16,68.410004,68.410004,68.410004,68.410004,68.410004,0
1989-08-17,68.320000,68.320000,68.320000,68.320000,68.320000,0
1989-08-18,68.300003,68.300003,68.300003,68.300003,68.300003,0
1989-08-21,67.709999,67.709999,67.709999,67.709999,67.709999,0
1989-08-22,67.550003,67.550003,67.550003,67.550003,67.550003,0
1989-08-23,67.879997,67.879997,67.879997,67.879997,67.879997,0
1989-08-24,68.389999,68.389999,68.389999,68.389999,68.389999,0
1989-08-25,68.360001,68.360001,68.360001,68.360001,68.360001,0
1989-08-28,68.410004,68.410004,68.410004,68.410004,68.410004,0
