Date	Book-Value Per Share
06/30/1993	4.02
06/30/1994	4.22
06/30/1995	4.44
06/30/1996	4.57
06/30/1997	5.01
06/30/1998	6.28
06/30/1999	6.67
06/30/2000	7.60
06/30/2001	8.05
06/30/2002	5.89
06/30/2003	5.57
06/30/2004	7.27
06/30/2005	-3.13
06/30/2006	-1.04
06/30/2007	1.13
06/30/2008	-2.65
06/30/2009	-1.26
06/30/2010	0.59
06/30/2011	-0.63
06/30/2012	-1.03
06/30/2013	1.11
06/30/2014	1.19
06/30/2015	0.91
06/30/2016	2.29
06/30/2017	4.20

