Date	Book-Value Per Share
05/27/1990	1.23
05/27/1991	1.69
05/27/1992	2.06
05/27/1993	1.87
05/27/1994	1.81
05/27/1995	0.22
05/27/1996	0.48
05/27/1997	0.78
05/27/1998	0.30
05/27/1999	0.27
05/27/2000	-0.48
05/27/2001	0.09
05/27/2002	5.40
05/27/2003	5.66
05/27/2004	7.00
05/27/2005	7.65
05/27/2006	8.06
05/27/2007	7.66
05/27/2008	9.33
05/27/2009	7.79
05/27/2010	8.19
05/27/2011	9.90
05/27/2012	10.62
05/27/2013	10.98
05/27/2014	11.43
05/27/2015	9.00
05/27/2016	8.89
05/27/2017	8.12
05/27/2018	10.95

