Date	Sales Per Share
12/31/1995	219.45
12/31/1996	242.94
12/31/1997	280.14
12/31/1998	319.80
12/31/1999	376.49
12/31/2000	482.26
12/31/2001	496.96
12/31/2002	485.78
12/31/2003	513.09
12/31/2004	550.04
12/31/2005	613.12
12/31/2006	682.15
12/31/2007	765.93
12/31/2008	812.92
12/31/2009	723.58
12/31/2010	782.56
12/31/2011	898.74
12/31/2012	993.27
12/31/2013	1063.86
12/31/2014	1160.75
12/31/2015	1222.09
12/31/2016	1239.86
12/31/2017	1351.48
12/31/2018	1495.69
12/31/2019	1570.71

