Date	Book-Value per Share
09/30/1994	3.37
09/30/1995	4.18
09/30/1996	8.66
09/30/1997	8.55
09/30/1998	9.52
09/30/1999	10.20
09/30/2000	11.62
09/30/2001	10.87
09/30/2002	11.49
09/30/2003	11.65
09/30/2004	12.73
09/30/2005	12.92
09/30/2006	15.87
09/30/2007	15.35
09/30/2008	17.10
09/30/2009	17.99
09/30/2010	19.26
09/30/2011	19.58
09/30/2012	22.16
09/30/2013	25.35
09/30/2014	25.84
09/30/2015	26.28
09/30/2016	26.56
09/30/2017	26.35

