Date	Sales Per Share
06/30/1993	11.16
06/30/1994	11.07
06/30/1995	12.17
06/30/1996	12.87
06/30/1997	13.24
06/30/1998	13.89
06/30/1999	14.44
06/30/2000	15.30
06/30/2001	15.14
06/30/2002	15.46
06/30/2003	16.72
06/30/2004	20.21
06/30/2005	22.36
06/30/2006	20.99
06/30/2007	23.89
06/30/2008	26.95
06/30/2009	27.09
06/30/2010	25.83
06/30/2011	27.83
06/30/2012	28.95
06/30/2013	29.22
06/30/2014	29.70
06/30/2015	28.10
06/30/2016	24.47
06/30/2017	25.51

