Date	Dividend TTM
12/21/2007	0.626
12/19/2008	0.804
06/19/2009	0.537
12/18/2009	0.702
06/18/2010	0.826
12/17/2010	0.955
06/17/2011	1.294
12/16/2011	1.3
06/15/2012	1.47
12/21/2012	1.497
06/21/2013	1.618
12/20/2013	1.782
06/20/2014	1.463
12/19/2014	1.68
06/19/2015	1.295
12/18/2015	2.095
06/17/2016	1.935
12/16/2016	1.474
06/16/2017	1.307
12/15/2017	1.972
06/15/2018	2.271
12/24/2018	1.723
06/24/2019	1.971
12/23/2019	1.639
06/22/2020	1.396

